source_name,source_url,local_file,download_checked_on,file_size_mb
ONS House price to workplace-based earnings ratio,https://www.ons.gov.uk/file?uri=%2Fpeoplepopulationandcommunity%2Fhousing%2Fdatasets%2Fratioofhousepricetoworkplacebasedearningslowerquartileandmedian%2Fcurrent%2Faff1ratioofhousepricetoworkplacebasedearnings.xlsx,data\raw\aff1ratioofhousepricetoworkplacebasedearnings.xlsx,2026-06-29,0.49
